Username,Rating,Date,Review,Reply,Reply Date,Usefulness,Reply_Time_Days,Sentiment_Score,Sentiment,Tokens,UI_Issue,Performance_Issue,Feature_Request,Support_Complaint,Pricing_Complaint,delivery_issues,Payment_Problems,Food_Quality,Promotions_Issues
RobinOG,1,2025-03-23,worst experience ever waste of money i ordered wrong address but they refused to chenge the adress even if it is 500 meter distance,"Hey, we're sorry for the inconvenience caused. Kindly drop us an email at swiggysocial@swiggy.in from your registered email address regarding the same, and we'll work on fixing the issue asap.",2025-03-23,0,0,-0.8074,Negative,"['worst', 'experience', 'ever', 'waste', 'money', 'ordered', 'wrong', 'address', 'refused', 'chenge', 'adress', 'even', 'meter', 'distance']",,,,waste,,"wrong, address",money,wrong,
priyanka verma,5,2025-03-23,fasting delivery ,Hey there! It's a bliss to see that our service brought a smile to your face. We'll endeavor to keep it up. Keep Swiggying. 🙂,2025-03-23,0,0,0.0,Neutral,"['fasting', 'delivery']",,,,,,delivery,,,delivery
Chetan Candy,5,2025-03-23,nice,"Hey, we are glad to have patrons like you and will strive towards providing better services to keep such reviews coming our way. Keep ordering.",2025-03-23,0,0,0.4215,Positive,['nice'],,,,,,,,,
Lucky Kakowalia,5,2025-03-23,thanq swiggy,"Hey, thank you for your kind review. We hope to keep on giving you a consistent service every time. We request you to let us know more about your experience by writing an email to swiggysocial@swiggy.in so we can make our services better.",2025-03-23,0,0,0.0,Neutral,"['thanq', 'swiggy']",,,,,,,,,
Lakshmi Deepthi,5,2025-03-23,good,"Hey, thanks for the rating! This motivates us to keep serving you better with every order.",2025-03-23,0,0,0.4404,Positive,['good'],,,,,,,,good,
Geeta Jamadar,4,2025-03-23,good app for food delivery,Hey there! Such positive reviews motivate us to strive hard to provide you a much better experience. We request you to let us know more about your experience by writing an email to swiggysocial@swiggy.in so we can make our services better.,2025-03-23,0,0,0.4404,Positive,"['good', 'app', 'food', 'delivery']",,,,,,delivery,app,"good, food",delivery
Sanskruti Shirodkar,5,2025-03-23,excellent,Hey there! Such positive reviews motivate us to strive hard to provide you a much better experience. Happy ordering. 🙂,2025-03-23,0,0,0.5719,Positive,['excellent'],,,,,,,,,
Karthi Keyan,5,2025-03-23,its good,Hey there! It's a bliss to see that our service brought a smile to your face. We'll endeavor to keep it up. Keep Swiggying. 🙂,2025-03-23,0,0,0.4404,Positive,['good'],,,,,,,,good,
Mani Kant,3,2025-03-23,good,"Hey, thank you for the ratings. We request you to let us know more about your experience by writing an email to swiggysocial@swiggy.in so we can make our services better.",2025-03-23,0,0,0.4404,Positive,['good'],,,,,,,,good,
PRIYANKA BAGADWAL,5,2025-03-23,best,"Hey, we are glad to have patrons like you and will strive towards providing better services to keep such reviews coming our way. Keep ordering.",2025-03-23,0,0,0.6369,Positive,['best'],,,,,,,,,
Priyanka V,5,2025-03-23,wow  its super  but i want discount ,Hey there! It's a bliss to see that our service brought a smile to your face. We'll endeavor to keep it up. Keep Swiggying. 🙂,2025-03-23,0,0,0.6486,Positive,"['wow', 'super', 'want', 'discount']",,,want,,,,,,discount
Vp Hyundai,4,2025-03-23,good for during travel,"Hello, thank you for the positive review. We request you to let us know more about your experience by writing an email to swiggysocial@swiggy.in so we can make our services better.",2025-03-23,0,0,0.4404,Positive,"['good', 'travel']",,,,,,,,good,
Shivani jaiswal,4,2025-03-23,nice,"Hello, thank you for the positive review. We request you to let us know more about your experience by writing an email to swiggysocial@swiggy.in so we can make our services better.",2025-03-23,0,0,0.4215,Positive,['nice'],,,,,,,,,
ramesh sunkanapally,5,2025-03-23,best app it was the perfect app when dine out and instamart was added,Hey there! It's a bliss to see that our service brought a smile to your face. We'll endeavor to keep it up. Keep Swiggying. 🙂,2025-03-23,0,0,0.836,Positive,"['best', 'app', 'perfect', 'app', 'dine', 'instamart', 'added']",,,,,,,"app, app",,added
Ravi Ravindar,5,2025-03-23,nice delivery,"Hey there, nothing delights us more than hearing this. We are happy that you had a great experience. Keep Swiggying. 🙂",2025-03-23,0,0,0.4215,Positive,"['nice', 'delivery']",,,,,,delivery,,,delivery
Hema Latha,5,2025-03-23,good,"Hey, thanks for the rating! This motivates us to keep serving you better with every order.",2025-03-23,0,0,0.4404,Positive,['good'],,,,,,,,good,
Chongzy,1,2025-03-23,very smelly foods,"Hi, we are sorry about this. Please help us with the order id over an email at swiggysocial@swiggy.in, so we can help resolve the issue.",2025-03-23,0,0,0.0,Neutral,"['smelly', 'foods']",,,,,,,,,
Rajan Singh,5,2025-03-23,bas inko delivery fix,"Hey, thank you for the ratings. We request you to let us know more about your experience by writing an email to swiggysocial@swiggy.in so we can make our services better.",2025-03-23,0,0,0.0,Neutral,"['bas', 'inko', 'delivery', 'fix']",,,,,,delivery,,,delivery
Addu Adnan,5,2025-03-23,good ,"Hey there, nothing delights us more than hearing this. We are happy that you had a great experience. Keep Swiggying. 🙂",2025-03-23,0,0,0.4404,Positive,['good'],,,,,,,,good,
Durai Murugan,5,2025-03-23,ok,"Hey, thank you for your feedback. We request you to let us know more about your experience by writing an email to swiggysocial@swiggy.in so we can make our services better.",2025-03-23,0,0,0.296,Positive,['ok'],,,,,,,,,
Santosh Gaikwad,1,2025-03-23,you guys are known to pick up wrong and deliver them worst app ever created,"Hi, please write to us about your experience at swiggysocial@swiggy.in from your registered email address, so we can better our services.",2025-03-23,0,0,-0.7351,Negative,"['guys', 'known', 'pick', 'wrong', 'deliver', 'worst', 'app', 'ever', 'created']",,,,,,wrong,app,wrong,
Vishnu Gopal,5,2025-03-23,good services,Hey there! Such positive reviews motivate us to strive hard to provide you a much better experience. Happy ordering. 🙂,2025-03-23,0,0,0.4404,Positive,"['good', 'services']",,,,,,,,good,
shariq iqbal,5,2025-03-23,good,"Hey, thanks for the rating! This motivates us to keep serving you better with every order.",2025-03-23,0,0,0.4404,Positive,['good'],,,,,,,,good,
SUDA NAVEEN,5,2025-03-23,its budget friendly sometimes,Hey there! Such positive reviews motivate us to strive hard to provide you a much better experience. Happy ordering. 🙂,2025-03-23,0,0,0.4939,Positive,"['budget', 'friendly', 'sometimes']",,,,,,,,,
navneet kakkar,5,2025-03-23,okay,"Hey, thank you for the ratings. We request you to let us know more about your experience by writing an email to swiggysocial@swiggy.in so we can make our services better.",2025-03-23,0,0,0.2263,Positive,['okay'],,,,,,,,,
VARA PRASAD,5,2025-03-23,good,"Hey, we are glad to have patrons like you and will strive towards providing better services to keep such reviews coming our way. Keep ordering.",2025-03-23,0,0,0.4404,Positive,['good'],,,,,,,,good,
Ashok Darade,5,2025-03-23,very nice prices,We are happy to hear such positive feedback. 🙂,2025-03-23,0,0,0.4754,Positive,"['nice', 'prices']",,,,,,,,,
Bell Clinton,4,2025-03-23,good ,"Hi, thank you for delighting us with the positive review. We request you to let us know more about your experience by writing an email to swiggysocial@swiggy.in so we can make our service worth 5 stars.",2025-03-23,0,0,0.4404,Positive,['good'],,,,,,,,good,
Chitturi Ganesh,2,2025-03-23,order coming late,"We're apologetic about this experience you've faced while ordering with us. Please write to us at swiggysocial@swiggy.in from your registered email address detailing your experience, so we can look into the issue and resolve it for you.",2025-03-23,0,0,0.0,Neutral,"['order', 'coming', 'late']",,,,late,,"order, late",,order,
soumya.harsha soumya.harsha,4,2025-03-23,good,"Hello, thank you so much for the positive review! We'll endeavor to keep it up. Please let us know how we can provide service worth 5 stars by writing to us at swiggysocial@swiggy.in from your registered email address.",2025-03-23,0,0,0.4404,Positive,['good'],,,,,,,,good,
Sonali Pardeshi,5,2025-03-23,good app but in our area jalan nagar genie is not available but app is good,"Hi there, thank you for your patronage and the perfect rating. We will strive to provide consistent seamless ordering experiences. Keep Swiggying!",2025-03-23,0,0,0.7003,Positive,"['good', 'app', 'area', 'jalan', 'nagar', 'genie', 'available', 'app', 'good']",,,,,,,"app, app","good, good",
Pankaj Jattan,1,2025-03-23,there is no any response while contacting taking too much time for order delivery,"Hey there, we are sorry to have put you through such a situation. We would like to make amends and request you to kindly share the order ID along with the details of your concern at swiggysocial@swiggy.in and we will do what it takes to turn this around!",2025-03-23,0,0,-0.296,Negative,"['response', 'contacting', 'taking', 'much', 'time', 'order', 'delivery']",time,time,,"response, time",much,"time, order, delivery",,order,delivery
Sathish Kaliappan,5,2025-03-23,speed to delivery,Hey there! It's a bliss to see that our service brought a smile to your face. We'll endeavor to keep it up. Keep Swiggying. 🙂,2025-03-23,0,0,0.0,Neutral,"['speed', 'delivery']",,,,,,delivery,,,delivery
Nishigandha More,1,2025-03-23,double payment debited,"Hi, please let us know how we can make our service better by writing to us at swiggysocial@swiggy.in from your registered email address.",2025-03-23,0,0,0.0,Neutral,"['double', 'payment', 'debited']",,,,,,,"double, payment",,
Abu Zar,1,2025-03-23,please close your instamart,"Hello, we would like to know more about it. Please write to us at swiggysocial@swiggy.in with relevant details elaborating further on your ordering experience with us, so we can set this right for you.",2025-03-23,0,0,0.3182,Positive,"['please', 'close', 'instamart']",,,please,,,,,,
Idris ali Shaikh,4,2025-03-23,deleviry time taking a longt time,"Hello there, thank you for your review. Please do share your valuable feedback with us by writing at Swiggysocial@swiggy.in from your registered mailbox so that we can improve our services to the next level.",2025-03-23,0,0,0.0,Neutral,"['deleviry', 'time', 'taking', 'longt', 'time']","time, time","time, time",,"time, time",,"time, time",,,
Kangana Parlour,5,2025-03-23,good,Hey there! Such positive reviews motivate us to strive hard to provide you a much better experience. Happy ordering. 🙂,2025-03-23,0,0,0.4404,Positive,['good'],,,,,,,,good,
Ambi Allapur,5,2025-03-23,good offers,"Hey there, thank you for the perfect ratings. We appreciate your efforts in contributing to our improvements.",2025-03-23,0,0,0.4404,Positive,"['good', 'offers']",,,,,,,,good,
Ganesh Sharma,1,2025-03-23,why is swiggy changing net payout order numbers and order values i have recvd rs 3000 less net payout after holi session and there is no one to answer tickets such a dishonesty there 45 rating is a false and fake review,We're disappointed to know the service has not been to your satisfaction. Kindly write to us at swiggysocial@swiggy.in from your registered email address and we'll have this addressed,2025-03-23,0,0,-0.3818,Negative,"['swiggy', 'changing', 'net', 'payout', 'order', 'numbers', 'order', 'values', 'recvd', 'rs', 'less', 'net', 'payout', 'holi', 'session', 'one', 'answer', 'tickets', 'dishonesty', 'rating', 'false', 'fake', 'review']",,,,answer,,"order, order",,"order, order",
Vaishnavi,1,2025-03-23,useless agents useless app useless support after buying one membership also support is horrible i waited 1 hr for delivery agent to pick up order no option to cancel and no support executive is responding,"We're apologetic about this experience you've faced while ordering with us. Please write to us at swiggysocial@swiggy.in from your registered email address detailing your experience, so we can look into the issue and resolve it for you.",2025-03-23,42,0,-0.8481,Negative,"['useless', 'agents', 'useless', 'app', 'useless', 'support', 'buying', 'one', 'membership', 'also', 'support', 'horrible', 'waited', 'hr', 'delivery', 'agent', 'pick', 'order', 'option', 'cancel', 'support', 'executive', 'responding']","useless, useless, useless",responding,,"useless, useless, useless",,"delivery, order",app,order,delivery
kesavan kesu,5,2025-03-23,good,"Hey, thanks for the rating! This motivates us to keep serving you better with every order.",2025-03-23,0,0,0.4404,Positive,['good'],,,,,,,,good,
